loss,accuracy,mse,val_loss,val_accuracy,val_mse,lr
0.44346266984939575,0.8165909051895142,0.3767668604850769,3.812525749206543,0.3867535889148712,0.4868120849132538,0.001
0.3200482428073883,0.8707214593887329,0.4061841666698456,0.8135977983474731,0.6890871524810791,0.39055922627449036,0.001
0.2913525700569153,0.8818735480308533,0.41457322239875793,0.5665371417999268,0.8019903898239136,0.4214431941509247,0.001
0.26253026723861694,0.8952560424804688,0.42154690623283386,0.45714476704597473,0.8424845337867737,0.4476567208766937,0.001
0.23847058415412903,0.904778242111206,0.42940324544906616,0.3723430335521698,0.8555250763893127,0.43466928601264954,0.001
0.24862682819366455,0.9003174304962158,0.4293825924396515,0.9840347766876221,0.6654083728790283,0.4340659976005554,0.001
0.22702556848526,0.9082954525947571,0.43330079317092896,0.5178114771842957,0.8363074660301208,0.45117953419685364,0.001
0.20407113432884216,0.9191043972969055,0.43992602825164795,0.42311325669288635,0.8768016695976257,0.45369476079940796,0.001
0.19183550775051117,0.9236510396003723,0.442961186170578,0.2969783544540405,0.8987646102905273,0.4556953012943268,0.001
0.1803823560476303,0.9277687072753906,0.4462335705757141,0.3076722025871277,0.8754289746284485,0.4231072962284088,0.001
0.17685967683792114,0.932486891746521,0.448747843503952,0.26915842294692993,0.8925874829292297,0.4390774071216583,0.001
0.1581798940896988,0.9381487369537354,0.4528217315673828,0.4008876085281372,0.8713108897209167,0.4524829089641571,0.001
0.14699959754943848,0.9393497705459595,0.45653995871543884,0.31570324301719666,0.8867536187171936,0.4481208622455597,0.001
0.13847023248672485,0.9442394971847534,0.45899757742881775,0.3154976963996887,0.8668497204780579,0.41016778349876404,0.001
0.12923341989517212,0.9499013423919678,0.46167051792144775,1.3873991966247559,0.6588881015777588,0.4419279098510742,0.001
0.12319085001945496,0.951445460319519,0.4643789529800415,0.697374165058136,0.7807137966156006,0.44221022725105286,0.001
0.10668114572763443,0.9571930766105652,0.46819695830345154,1.2830718755722046,0.7673301100730896,0.473042368888855,0.001
0.09962156414985657,0.9629406929016113,0.47057318687438965,4.45115852355957,0.45778998732566833,0.47538456320762634,0.001
0.09672688692808151,0.9643990993499756,0.4711257219314575,0.33001577854156494,0.9076870083808899,0.47319814562797546,0.001
0.08207669854164124,0.9666295051574707,0.47590312361717224,1.7484852075576782,0.6908029913902283,0.4603104293346405,0.001
0.07481864839792252,0.9693745970726013,0.47860032320022583,2.6910831928253174,0.7220315933227539,0.4878424108028412,0.001
0.06886656582355499,0.9739212393760681,0.479996919631958,0.6031041145324707,0.8026767373085022,0.4424622058868408,0.001
0.05740732699632645,0.9784678816795349,0.48202550411224365,0.4848775565624237,0.88984215259552,0.4775520861148834,0.001
0.07974451780319214,0.9700608849525452,0.47937095165252686,1.4283514022827148,0.8133150339126587,0.4689735174179077,0.001
0.05995219573378563,0.9766663908958435,0.48302721977233887,0.7915760278701782,0.8596431016921997,0.4728286862373352,0.001
0.04049389436841011,0.985159158706665,0.4875488579273224,0.5596454739570618,0.8792038559913635,0.476166307926178,0.001
0.048258159309625626,0.9814703464508057,0.48566684126853943,1.0674883127212524,0.791695237159729,0.46678832173347473,0.001
0.05234471336007118,0.9801836013793945,0.48607319593429565,0.3976932764053345,0.9025394916534424,0.4768408238887787,0.001
0.036479100584983826,0.9878184795379639,0.4890976846218109,0.41098666191101074,0.9094029068946838,0.4768829345703125,0.001
0.03326229378581047,0.988075852394104,0.4903155565261841,0.7623491287231445,0.8493479490280151,0.47089821100234985,0.001
